Borough,Grade,Year,Category,Number Tested,Mean Scale Score
STATEN ISLAND,7,2023,Black,390,440
STATEN ISLAND,7,2023,Hispanic,1035,448
STATEN ISLAND,7,2023,Multi-Racial,61,455
STATEN ISLAND,7,2023,Native American,21,456
STATEN ISLAND,7,2023,White,1511,466
STATEN ISLAND,8,2023,Asian,341,467
STATEN ISLAND,8,2023,Black,247,437
STATEN ISLAND,8,2023,Hispanic,787,442
STATEN ISLAND,8,2023,Multi-Racial,33,446
STATEN ISLAND,8,2023,Native American,11,447
STATEN ISLAND,8,2023,White,1044,461
STATEN ISLAND,All Grades,2023,Asian,3775,472
STATEN ISLAND,All Grades,2023,Black,2250,437
STATEN ISLAND,All Grades,2023,Hispanic,6265,444
STATEN ISLAND,All Grades,2023,Multi-Racial,442,454
STATEN ISLAND,All Grades,2023,Native American,110,448
STATEN ISLAND,All Grades,2023,White,8731,463
STATEN ISLAND,3,2022,Asian,602,609
STATEN ISLAND,3,2022,Black,411,586
STATEN ISLAND,3,2022,Hispanic,1140,591
STATEN ISLAND,3,2022,Multi-Racial,85,600
STATEN ISLAND,3,2022,Native American,23,589
STATEN ISLAND,3,2022,White,1580,604
STATEN ISLAND,4,2022,Asian,674,611
STATEN ISLAND,4,2022,Black,441,583
STATEN ISLAND,4,2022,Hispanic,1245,588
STATEN ISLAND,4,2022,Multi-Racial,98,599
STATEN ISLAND,4,2022,Native American,14,591
STATEN ISLAND,4,2022,White,1625,604
STATEN ISLAND,5,2022,Asian,656,612
STATEN ISLAND,5,2022,Black,518,583
STATEN ISLAND,5,2022,Hispanic,1177,590
STATEN ISLAND,5,2022,Multi-Racial,85,596
STATEN ISLAND,5,2022,Native American,19,591
STATEN ISLAND,5,2022,White,1680,605
STATEN ISLAND,6,2022,Asian,555,609
STATEN ISLAND,6,2022,Black,416,584
STATEN ISLAND,6,2022,Hispanic,1061,590
STATEN ISLAND,6,2022,Multi-Racial,62,595
STATEN ISLAND,6,2022,Native American,18,598
STATEN ISLAND,6,2022,White,1496,603
STATEN ISLAND,7,2022,Asian,579,614
STATEN ISLAND,7,2022,Black,424,588
STATEN ISLAND,7,2022,Hispanic,1097,592
STATEN ISLAND,7,2022,Multi-Racial,66,598
STATEN ISLAND,7,2022,Native American,12,593
STATEN ISLAND,7,2022,White,1592,607
STATEN ISLAND,8,2022,Asian,298,609
STATEN ISLAND,8,2022,Black,275,586
STATEN ISLAND,8,2022,Hispanic,785,591
STATEN ISLAND,8,2022,Multi-Racial,27,593
STATEN ISLAND,8,2022,Native American,7,591
STATEN ISLAND,8,2022,White,756,603
STATEN ISLAND,All Grades,2022,Asian,3364,611
STATEN ISLAND,All Grades,2022,Black,2485,585
STATEN ISLAND,All Grades,2022,Hispanic,6505,590
STATEN ISLAND,All Grades,2022,Multi-Racial,423,597
STATEN ISLAND,All Grades,2022,Native American,93,592
STATEN ISLAND,All Grades,2022,White,8729,604
STATEN ISLAND,3,2019,Asian,497,610
STATEN ISLAND,3,2019,Black,543,590
STATEN ISLAND,3,2019,Hispanic,1347,596
STATEN ISLAND,3,2019,Multi-Racial,77,600
STATEN ISLAND,3,2019,Native American,26,602
STATEN ISLAND,3,2019,White,1944,606
STATEN ISLAND,4,2019,Asian,509,614
STATEN ISLAND,4,2019,Black,527,593
STATEN ISLAND,4,2019,Hispanic,1389,595
STATEN ISLAND,4,2019,Multi-Racial,91,602
STATEN ISLAND,4,2019,Native American,20,597
STATEN ISLAND,4,2019,White,1900,608
STATEN ISLAND,5,2019,Asian,489,613
STATEN ISLAND,5,2019,Black,538,591
STATEN ISLAND,5,2019,Hispanic,1410,596
STATEN ISLAND,5,2019,Multi-Racial,82,603
STATEN ISLAND,5,2019,Native American,21,596
STATEN ISLAND,5,2019,White,1951,607
STATEN ISLAND,6,2019,Asian,469,613
STATEN ISLAND,6,2019,Black,548,587
STATEN ISLAND,6,2019,Hispanic,1175,593
STATEN ISLAND,6,2019,Multi-Racial,64,601
STATEN ISLAND,6,2019,Native American,20,600
STATEN ISLAND,6,2019,White,1976,607
STATEN ISLAND,7,2019,Asian,458,615
STATEN ISLAND,7,2019,Black,466,588
STATEN ISLAND,7,2019,Hispanic,1184,593
STATEN ISLAND,7,2019,Multi-Racial,41,605
STATEN ISLAND,7,2019,Native American,9,604
STATEN ISLAND,7,2019,White,2057,607
STATEN ISLAND,8,2019,Asian,329,617
STATEN ISLAND,8,2019,Black,377,591
STATEN ISLAND,8,2019,Hispanic,885,597
STATEN ISLAND,8,2019,Multi-Racial,34,607
STATEN ISLAND,8,2019,Native American,8,604
STATEN ISLAND,8,2019,White,1630,608
STATEN ISLAND,All Grades,2019,Asian,2751,613
STATEN ISLAND,All Grades,2019,Black,2999,590
STATEN ISLAND,All Grades,2019,Hispanic,7390,595
STATEN ISLAND,All Grades,2019,Multi-Racial,389,602
STATEN ISLAND,All Grades,2019,Native American,104,600
STATEN ISLAND,All Grades,2019,White,11458,607
STATEN ISLAND,3,2018,Asian,457,613
STATEN ISLAND,3,2018,Black,552,592
STATEN ISLAND,3,2018,Hispanic,1384,595
STATEN ISLAND,3,2018,Multi-Racial,96,599
STATEN ISLAND,3,2018,Native American,20,598
STATEN ISLAND,3,2018,White,1940,606
STATEN ISLAND,4,2018,Asian,439,612
STATEN ISLAND,4,2018,Black,574,589
STATEN ISLAND,4,2018,Hispanic,1470,594
STATEN ISLAND,4,2018,Multi-Racial,78,600
STATEN ISLAND,4,2018,Native American,23,592
STATEN ISLAND,4,2018,White,1962,607
STATEN ISLAND,5,2018,Asian,450,612
STATEN ISLAND,5,2018,Black,603,589
STATEN ISLAND,5,2018,Hispanic,1311,593
STATEN ISLAND,5,2018,Multi-Racial,74,602
STATEN ISLAND,5,2018,Native American,21,595
STATEN ISLAND,5,2018,White,2082,606
STATEN ISLAND,6,2018,Asian,409,612
STATEN ISLAND,6,2018,Black,460,587
STATEN ISLAND,6,2018,Hispanic,1169,593
STATEN ISLAND,6,2018,Multi-Racial,56,606
STATEN ISLAND,6,2018,Native American,12,592
STATEN ISLAND,6,2018,White,2093,605
STATEN ISLAND,7,2018,Asian,379,613
STATEN ISLAND,7,2018,Black,490,587
STATEN ISLAND,7,2018,Hispanic,1091,594
STATEN ISLAND,7,2018,Multi-Racial,45,605
STATEN ISLAND,7,2018,Native American,13,594
STATEN ISLAND,7,2018,White,2032,606
STATEN ISLAND,8,2018,Asian,343,617
STATEN ISLAND,8,2018,Black,456,592
STATEN ISLAND,8,2018,Hispanic,890,596
STATEN ISLAND,8,2018,Multi-Racial,24,600
STATEN ISLAND,8,2018,Native American,23,607
STATEN ISLAND,8,2018,White,1724,607
STATEN ISLAND,All Grades,2018,Asian,2477,613
STATEN ISLAND,All Grades,2018,Black,3135,589
STATEN ISLAND,All Grades,2018,Hispanic,7315,594
STATEN ISLAND,All Grades,2018,Multi-Racial,373,602
STATEN ISLAND,All Grades,2018,Native American,112,597
STATEN ISLAND,All Grades,2018,White,11833,606
BRONX,3,2024,Econ Disadv,7686,444
BRONX,3,2024,Not Econ Disadv,2260,444
BRONX,4,2024,Econ Disadv,8097,445
BRONX,4,2024,Not Econ Disadv,2192,446
BRONX,5,2024,Econ Disadv,8563,442
BRONX,5,2024,Not Econ Disadv,1866,447
BRONX,6,2024,Econ Disadv,7815,441
BRONX,6,2024,Not Econ Disadv,2780,443
BRONX,7,2024,Econ Disadv,8716,448
BRONX,7,2024,Not Econ Disadv,1951,447
BRONX,8,2024,Econ Disadv,6572,441
BRONX,8,2024,Not Econ Disadv,1369,441
BRONX,All Grades,2024,Econ Disadv,47449,444
BRONX,All Grades,2024,Not Econ Disadv,12418,445
BRONX,3,2023,Econ Disadv,9142,441
BRONX,3,2023,Not Econ Disadv,1069,455
BRONX,4,2023,Econ Disadv,9894,439
BRONX,4,2023,Not Econ Disadv,1135,454
BRONX,5,2023,Econ Disadv,10172,439
BRONX,5,2023,Not Econ Disadv,1220,453
BRONX,6,2023,Econ Disadv,9817,438
BRONX,6,2023,Not Econ Disadv,903,450
BRONX,7,2023,Econ Disadv,9938,442
BRONX,7,2023,Not Econ Disadv,1311,453
BRONX,8,2023,Econ Disadv,7746,439
BRONX,8,2023,Not Econ Disadv,913,445
BRONX,All Grades,2023,Econ Disadv,56709,440
BRONX,All Grades,2023,Not Econ Disadv,6551,452
BRONX,3,2022,Econ Disadv,9709,586
BRONX,3,2022,Not Econ Disadv,1165,597
BRONX,4,2022,Econ Disadv,10118,583
BRONX,4,2022,Not Econ Disadv,1305,595
BRONX,5,2022,Econ Disadv,10186,585
BRONX,5,2022,Not Econ Disadv,1301,594
BRONX,6,2022,Econ Disadv,9981,586
BRONX,6,2022,Not Econ Disadv,1024,594
BRONX,7,2022,Econ Disadv,9922,589
BRONX,7,2022,Not Econ Disadv,1437,594
BRONX,8,2022,Econ Disadv,8132,590
BRONX,8,2022,Not Econ Disadv,994,593
BRONX,All Grades,2022,Econ Disadv,58048,587
BRONX,All Grades,2022,Not Econ Disadv,7226,595
BRONX,3,2019,Econ Disadv,12729,592
BRONX,3,2019,Not Econ Disadv,1731,600
BRONX,4,2019,Econ Disadv,13248,592
BRONX,4,2019,Not Econ Disadv,1798,600
BRONX,5,2019,Econ Disadv,12953,592
BRONX,5,2019,Not Econ Disadv,1796,599
BRONX,6,2019,Econ Disadv,12393,591
BRONX,6,2019,Not Econ Disadv,1736,598
BRONX,7,2019,Econ Disadv,12303,592
BRONX,7,2019,Not Econ Disadv,1825,598
BRONX,8,2019,Econ Disadv,10866,595
BRONX,8,2019,Not Econ Disadv,1752,601
BRONX,All Grades,2019,Econ Disadv,74492,592
BRONX,All Grades,2019,Not Econ Disadv,10638,599
BRONX,3,2018,Econ Disadv,13483,591
BRONX,3,2018,Not Econ Disadv,1699,599
BRONX,4,2018,Econ Disadv,13397,590
BRONX,4,2018,Not Econ Disadv,1693,599
BRONX,5,2018,Econ Disadv,13406,590
BRONX,5,2018,Not Econ Disadv,1802,597
BRONX,6,2018,Econ Disadv,12628,590
BRONX,6,2018,Not Econ Disadv,1539,596
BRONX,7,2018,Econ Disadv,12637,590
BRONX,7,2018,Not Econ Disadv,1746,597
BRONX,8,2018,Econ Disadv,10776,594
BRONX,8,2018,Not Econ Disadv,1572,599
BRONX,All Grades,2018,Econ Disadv,76327,591
BRONX,All Grades,2018,Not Econ Disadv,10051,598
BROOKLYN,3,2024,Econ Disadv,9797,452
BROOKLYN,3,2024,Not Econ Disadv,5408,460
BROOKLYN,4,2024,Econ Disadv,9909,457
BROOKLYN,4,2024,Not Econ Disadv,5403,464
BROOKLYN,5,2024,Econ Disadv,9876,452
BROOKLYN,5,2024,Not Econ Disadv,4726,460
BROOKLYN,6,2024,Econ Disadv,9336,450
BROOKLYN,6,2024,Not Econ Disadv,6426,460
BROOKLYN,7,2024,Econ Disadv,11173,459
BROOKLYN,7,2024,Not Econ Disadv,4278,466
BROOKLYN,8,2024,Econ Disadv,7654,454
BROOKLYN,8,2024,Not Econ Disadv,2409,461
BROOKLYN,All Grades,2024,Econ Disadv,57745,454
BROOKLYN,All Grades,2024,Not Econ Disadv,28650,462
BROOKLYN,3,2023,Econ Disadv,10906,452
BROOKLYN,3,2023,Not Econ Disadv,4024,468
BROOKLYN,4,2023,Econ Disadv,11140,451
BROOKLYN,4,2023,Not Econ Disadv,3912,468
BROOKLYN,5,2023,Econ Disadv,12140,450
BROOKLYN,5,2023,Not Econ Disadv,3912,466
BROOKLYN,6,2023,Econ Disadv,12281,449
BROOKLYN,6,2023,Not Econ Disadv,3090,466
BROOKLYN,7,2023,Econ Disadv,11744,453
BROOKLYN,7,2023,Not Econ Disadv,3449,469
BROOKLYN,8,2023,Econ Disadv,9545,451
BROOKLYN,8,2023,Not Econ Disadv,2020,460
BROOKLYN,All Grades,2023,Econ Disadv,67756,451
BROOKLYN,All Grades,2023,Not Econ Disadv,20407,467
BROOKLYN,3,2022,Econ Disadv,10786,595
BROOKLYN,3,2022,Not Econ Disadv,4121,606
BROOKLYN,4,2022,Econ Disadv,11480,594
BROOKLYN,4,2022,Not Econ Disadv,4158,606
BROOKLYN,5,2022,Econ Disadv,11721,594
BROOKLYN,5,2022,Not Econ Disadv,4072,606
BROOKLYN,6,2022,Econ Disadv,12047,594
BROOKLYN,6,2022,Not Econ Disadv,3040,606
BROOKLYN,7,2022,Econ Disadv,11971,597
BROOKLYN,7,2022,Not Econ Disadv,3648,607
BROOKLYN,8,2022,Econ Disadv,8614,597
BROOKLYN,8,2022,Not Econ Disadv,1982,603
BROOKLYN,All Grades,2022,Econ Disadv,66619,595
BROOKLYN,All Grades,2022,Not Econ Disadv,21021,606
BROOKLYN,3,2019,Econ Disadv,14108,599
BROOKLYN,3,2019,Not Econ Disadv,4843,609
BROOKLYN,4,2019,Econ Disadv,14798,599
BROOKLYN,4,2019,Not Econ Disadv,4932,610
BROOKLYN,5,2019,Econ Disadv,14694,599
BROOKLYN,5,2019,Not Econ Disadv,4674,609
BROOKLYN,6,2019,Econ Disadv,14830,597
BROOKLYN,6,2019,Not Econ Disadv,4585,609
BROOKLYN,7,2019,Econ Disadv,14445,600
BROOKLYN,7,2019,Not Econ Disadv,4340,611
BROOKLYN,8,2019,Econ Disadv,12894,602
BROOKLYN,8,2019,Not Econ Disadv,3161,610
BROOKLYN,All Grades,2019,Econ Disadv,85769,599
BROOKLYN,All Grades,2019,Not Econ Disadv,26535,610
BROOKLYN,3,2018,Econ Disadv,15249,598
BROOKLYN,3,2018,Not Econ Disadv,4753,610
BROOKLYN,4,2018,Econ Disadv,15181,598
BROOKLYN,4,2018,Not Econ Disadv,4553,610
BROOKLYN,5,2018,Econ Disadv,15175,597
BROOKLYN,5,2018,Not Econ Disadv,4734,609
BROOKLYN,6,2018,Econ Disadv,15077,597
BROOKLYN,6,2018,Not Econ Disadv,3888,609
BROOKLYN,7,2018,Econ Disadv,14737,598
BROOKLYN,7,2018,Not Econ Disadv,4161,608
BROOKLYN,8,2018,Econ Disadv,12828,602
BROOKLYN,8,2018,Not Econ Disadv,3080,609
BROOKLYN,All Grades,2018,Econ Disadv,88247,598
BROOKLYN,All Grades,2018,Not Econ Disadv,25169,609
MANHATTAN,3,2024,Econ Disadv,2760,447
MANHATTAN,3,2024,Not Econ Disadv,3212,467
MANHATTAN,4,2024,Econ Disadv,2828,449
MANHATTAN,4,2024,Not Econ Disadv,3104,474
MANHATTAN,5,2024,Econ Disadv,2653,447
MANHATTAN,5,2024,Not Econ Disadv,2746,474
MANHATTAN,6,2024,Econ Disadv,2729,448
MANHATTAN,6,2024,Not Econ Disadv,3092,466
MANHATTAN,7,2024,Econ Disadv,3304,454
MANHATTAN,7,2024,Not Econ Disadv,2696,476
MANHATTAN,8,2024,Econ Disadv,1471,446
MANHATTAN,8,2024,Not Econ Disadv,615,455
MANHATTAN,All Grades,2024,Econ Disadv,15745,449
MANHATTAN,All Grades,2024,Not Econ Disadv,15465,471
MANHATTAN,3,2023,Econ Disadv,3283,445
MANHATTAN,3,2023,Not Econ Disadv,2624,476
MANHATTAN,4,2023,Econ Disadv,3335,444
MANHATTAN,4,2023,Not Econ Disadv,2593,478
MANHATTAN,5,2023,Econ Disadv,3436,444
MANHATTAN,5,2023,Not Econ Disadv,2509,476
MANHATTAN,6,2023,Econ Disadv,3736,444
MANHATTAN,6,2023,Not Econ Disadv,2258,474
MANHATTAN,7,2023,Econ Disadv,3847,447
MANHATTAN,7,2023,Not Econ Disadv,2348,477
MANHATTAN,8,2023,Econ Disadv,1807,443
MANHATTAN,8,2023,Not Econ Disadv,546,457
MANHATTAN,All Grades,2023,Econ Disadv,19444,445
MANHATTAN,All Grades,2023,Not Econ Disadv,12878,475
MANHATTAN,3,2022,Econ Disadv,3022,591
MANHATTAN,3,2022,Not Econ Disadv,2736,613
MANHATTAN,4,2022,Econ Disadv,3097,589
MANHATTAN,4,2022,Not Econ Disadv,2645,615
MANHATTAN,5,2022,Econ Disadv,3390,591
MANHATTAN,5,2022,Not Econ Disadv,2597,613
MANHATTAN,6,2022,Econ Disadv,3672,592
MANHATTAN,6,2022,Not Econ Disadv,2304,614
MANHATTAN,7,2022,Econ Disadv,3599,594
MANHATTAN,7,2022,Not Econ Disadv,2486,613
MANHATTAN,8,2022,Econ Disadv,1852,592
MANHATTAN,8,2022,Not Econ Disadv,608,602
MANHATTAN,All Grades,2022,Econ Disadv,18632,591
MANHATTAN,All Grades,2022,Not Econ Disadv,13376,613
MANHATTAN,3,2019,Econ Disadv,4483,597
MANHATTAN,3,2019,Not Econ Disadv,3375,616
MANHATTAN,4,2019,Econ Disadv,4729,596
MANHATTAN,4,2019,Not Econ Disadv,3259,618
MANHATTAN,5,2019,Econ Disadv,4539,596
MANHATTAN,5,2019,Not Econ Disadv,3125,616
MANHATTAN,6,2019,Econ Disadv,4675,597
MANHATTAN,6,2019,Not Econ Disadv,3054,615
MANHATTAN,7,2019,Econ Disadv,4733,598
MANHATTAN,7,2019,Not Econ Disadv,3000,617
MANHATTAN,8,2019,Econ Disadv,3256,599
MANHATTAN,8,2019,Not Econ Disadv,1229,606
MANHATTAN,All Grades,2019,Econ Disadv,26415,597
MANHATTAN,All Grades,2019,Not Econ Disadv,17042,615
MANHATTAN,3,2018,Econ Disadv,4778,595
MANHATTAN,3,2018,Not Econ Disadv,3323,615
MANHATTAN,4,2018,Econ Disadv,4784,594
MANHATTAN,4,2018,Not Econ Disadv,3312,615
MANHATTAN,5,2018,Econ Disadv,4773,596
MANHATTAN,5,2018,Not Econ Disadv,3203,616
MANHATTAN,6,2018,Econ Disadv,4835,595
MANHATTAN,6,2018,Not Econ Disadv,2957,614
MANHATTAN,7,2018,Econ Disadv,4808,596
MANHATTAN,7,2018,Not Econ Disadv,2995,614
MANHATTAN,8,2018,Econ Disadv,3857,597
MANHATTAN,8,2018,Not Econ Disadv,1499,608
MANHATTAN,All Grades,2018,Econ Disadv,27835,595
MANHATTAN,All Grades,2018,Not Econ Disadv,17289,614
QUEENS,3,2024,Econ Disadv,10543,452
QUEENS,3,2024,Not Econ Disadv,5954,458
QUEENS,4,2024,Econ Disadv,10790,458
QUEENS,4,2024,Not Econ Disadv,6301,464
QUEENS,5,2024,Econ Disadv,10478,453
QUEENS,5,2024,Not Econ Disadv,5330,463
QUEENS,6,2024,Econ Disadv,10523,451
QUEENS,6,2024,Not Econ Disadv,7406,457
QUEENS,7,2024,Econ Disadv,12259,459
QUEENS,7,2024,Not Econ Disadv,5288,464
QUEENS,8,2024,Econ Disadv,5211,444
QUEENS,8,2024,Not Econ Disadv,2057,450
QUEENS,All Grades,2024,Econ Disadv,59804,454
QUEENS,All Grades,2024,Not Econ Disadv,32336,460
QUEENS,3,2023,Econ Disadv,11858,453
QUEENS,3,2023,Not Econ Disadv,4717,467
QUEENS,4,2023,Econ Disadv,12226,451
QUEENS,4,2023,Not Econ Disadv,4721,467
QUEENS,5,2023,Econ Disadv,12479,451
QUEENS,5,2023,Not Econ Disadv,4800,465
QUEENS,6,2023,Econ Disadv,13502,449
QUEENS,6,2023,Not Econ Disadv,3865,464
QUEENS,7,2023,Econ Disadv,12796,453
QUEENS,7,2023,Not Econ Disadv,4705,465
QUEENS,8,2023,Econ Disadv,6501,443
QUEENS,8,2023,Not Econ Disadv,1825,449
QUEENS,All Grades,2023,Econ Disadv,69362,451
QUEENS,All Grades,2023,Not Econ Disadv,24633,465
QUEENS,3,2022,Econ Disadv,11760,596
QUEENS,3,2022,Not Econ Disadv,4936,607
QUEENS,4,2022,Econ Disadv,12160,595
QUEENS,4,2022,Not Econ Disadv,4936,606
QUEENS,5,2022,Econ Disadv,12010,596
QUEENS,5,2022,Not Econ Disadv,4860,606
QUEENS,6,2022,Econ Disadv,13234,595
QUEENS,6,2022,Not Econ Disadv,4034,605
QUEENS,7,2022,Econ Disadv,12738,598
QUEENS,7,2022,Not Econ Disadv,4905,606
QUEENS,8,2022,Econ Disadv,7014,596
QUEENS,8,2022,Not Econ Disadv,2054,599
QUEENS,All Grades,2022,Econ Disadv,68916,596
QUEENS,All Grades,2022,Not Econ Disadv,25725,606
