Borough,Grade,Year,Category,Number Tested,Mean Scale Score
QUEENS,3,2019,Econ Disadv,14307,600
QUEENS,3,2019,Not Econ Disadv,5599,609
QUEENS,4,2019,Econ Disadv,14634,601
QUEENS,4,2019,Not Econ Disadv,5739,610
QUEENS,5,2019,Econ Disadv,14919,602
QUEENS,5,2019,Not Econ Disadv,5675,610
QUEENS,6,2019,Econ Disadv,15143,600
QUEENS,6,2019,Not Econ Disadv,5810,609
QUEENS,7,2019,Econ Disadv,14449,602
QUEENS,7,2019,Not Econ Disadv,5718,610
QUEENS,8,2019,Econ Disadv,9318,602
QUEENS,8,2019,Not Econ Disadv,3250,605
QUEENS,All Grades,2019,Econ Disadv,82770,601
QUEENS,All Grades,2019,Not Econ Disadv,31791,609
QUEENS,3,2018,Econ Disadv,15158,600
QUEENS,3,2018,Not Econ Disadv,5355,609
QUEENS,4,2018,Econ Disadv,15634,601
QUEENS,4,2018,Not Econ Disadv,5256,610
QUEENS,5,2018,Econ Disadv,15699,600
QUEENS,5,2018,Not Econ Disadv,5567,609
QUEENS,6,2018,Econ Disadv,15415,599
QUEENS,6,2018,Not Econ Disadv,5054,608
QUEENS,7,2018,Econ Disadv,15013,601
QUEENS,7,2018,Not Econ Disadv,5155,608
QUEENS,8,2018,Econ Disadv,9363,602
QUEENS,8,2018,Not Econ Disadv,2902,606
QUEENS,All Grades,2018,Econ Disadv,86282,600
QUEENS,All Grades,2018,Not Econ Disadv,29289,609
STATEN ISLAND,3,2024,Econ Disadv,2173,452
STATEN ISLAND,3,2024,Not Econ Disadv,1609,465
STATEN ISLAND,4,2024,Econ Disadv,2280,458
STATEN ISLAND,4,2024,Not Econ Disadv,1637,472
STATEN ISLAND,5,2024,Econ Disadv,2213,451
STATEN ISLAND,5,2024,Not Econ Disadv,1600,464
STATEN ISLAND,6,2024,Econ Disadv,2127,451
STATEN ISLAND,6,2024,Not Econ Disadv,1655,463
STATEN ISLAND,7,2024,Econ Disadv,2344,461
STATEN ISLAND,7,2024,Not Econ Disadv,1440,473
STATEN ISLAND,8,2024,Econ Disadv,1516,448
STATEN ISLAND,8,2024,Not Econ Disadv,962,462
STATEN ISLAND,All Grades,2024,Econ Disadv,12653,454
STATEN ISLAND,All Grades,2024,Not Econ Disadv,8903,467
STATEN ISLAND,3,2023,Econ Disadv,2423,452
STATEN ISLAND,3,2023,Not Econ Disadv,1440,468
STATEN ISLAND,4,2023,Econ Disadv,2346,449
STATEN ISLAND,4,2023,Not Econ Disadv,1472,466
STATEN ISLAND,5,2023,Econ Disadv,2535,451
STATEN ISLAND,5,2023,Not Econ Disadv,1537,466
STATEN ISLAND,6,2023,Econ Disadv,2458,449
STATEN ISLAND,6,2023,Not Econ Disadv,1272,463
STATEN ISLAND,7,2023,Econ Disadv,2142,453
STATEN ISLAND,7,2023,Not Econ Disadv,1485,469
STATEN ISLAND,8,2023,Econ Disadv,1461,446
STATEN ISLAND,8,2023,Not Econ Disadv,1002,463
STATEN ISLAND,All Grades,2023,Econ Disadv,13365,450
STATEN ISLAND,All Grades,2023,Not Econ Disadv,8208,466
STATEN ISLAND,3,2022,Econ Disadv,2292,593
STATEN ISLAND,3,2022,Not Econ Disadv,1549,607
STATEN ISLAND,4,2022,Econ Disadv,2525,593
STATEN ISLAND,4,2022,Not Econ Disadv,1572,607
STATEN ISLAND,5,2022,Econ Disadv,2495,594
STATEN ISLAND,5,2022,Not Econ Disadv,1640,606
STATEN ISLAND,6,2022,Econ Disadv,2312,594
STATEN ISLAND,6,2022,Not Econ Disadv,1296,605
STATEN ISLAND,7,2022,Econ Disadv,2208,596
STATEN ISLAND,7,2022,Not Econ Disadv,1562,609
STATEN ISLAND,8,2022,Econ Disadv,1322,594
STATEN ISLAND,8,2022,Not Econ Disadv,826,602
STATEN ISLAND,All Grades,2022,Econ Disadv,13154,594
STATEN ISLAND,All Grades,2022,Not Econ Disadv,8445,606
STATEN ISLAND,3,2019,Econ Disadv,2656,597
STATEN ISLAND,3,2019,Not Econ Disadv,1778,608
STATEN ISLAND,4,2019,Econ Disadv,2648,597
STATEN ISLAND,4,2019,Not Econ Disadv,1788,610
STATEN ISLAND,5,2019,Econ Disadv,2645,598
STATEN ISLAND,5,2019,Not Econ Disadv,1846,608
STATEN ISLAND,6,2019,Econ Disadv,2517,596
STATEN ISLAND,6,2019,Not Econ Disadv,1735,609
STATEN ISLAND,7,2019,Econ Disadv,2460,597
STATEN ISLAND,7,2019,Not Econ Disadv,1755,609
STATEN ISLAND,8,2019,Econ Disadv,1875,599
STATEN ISLAND,8,2019,Not Econ Disadv,1388,611
STATEN ISLAND,All Grades,2019,Econ Disadv,14801,597
STATEN ISLAND,All Grades,2019,Not Econ Disadv,10290,609
STATEN ISLAND,3,2018,Econ Disadv,2678,597
STATEN ISLAND,3,2018,Not Econ Disadv,1771,609
STATEN ISLAND,4,2018,Econ Disadv,2741,596
STATEN ISLAND,4,2018,Not Econ Disadv,1805,609
STATEN ISLAND,5,2018,Econ Disadv,2673,595
STATEN ISLAND,5,2018,Not Econ Disadv,1868,608
STATEN ISLAND,6,2018,Econ Disadv,2515,596
STATEN ISLAND,6,2018,Not Econ Disadv,1684,608
STATEN ISLAND,7,2018,Econ Disadv,2366,596
STATEN ISLAND,7,2018,Not Econ Disadv,1684,609
STATEN ISLAND,8,2018,Econ Disadv,2042,599
STATEN ISLAND,8,2018,Not Econ Disadv,1418,610
STATEN ISLAND,All Grades,2018,Econ Disadv,15015,596
STATEN ISLAND,All Grades,2018,Not Econ Disadv,10230,609
BRONX,3,2024,Not SWD,7471,448
BRONX,3,2024,SWD,2475,432
BRONX,4,2024,Not SWD,7699,450
BRONX,4,2024,SWD,2590,432
BRONX,5,2024,Not SWD,7687,447
BRONX,5,2024,SWD,2742,430
BRONX,6,2024,Not SWD,7813,445
BRONX,6,2024,SWD,2782,430
BRONX,7,2024,Not SWD,8090,452
BRONX,7,2024,SWD,2577,435
BRONX,8,2024,Not SWD,5693,447
BRONX,8,2024,SWD,2248,428
BRONX,All Grades,2024,Not SWD,44453,448
BRONX,All Grades,2024,SWD,15414,431
BRONX,3,2023,Not SWD,7848,446
BRONX,3,2023,SWD,2363,431
BRONX,4,2023,Not SWD,8283,445
BRONX,4,2023,SWD,2746,428
BRONX,5,2023,Not SWD,8549,445
BRONX,5,2023,SWD,2843,429
BRONX,6,2023,Not SWD,8073,443
BRONX,6,2023,SWD,2647,428
BRONX,7,2023,Not SWD,8331,448
BRONX,7,2023,SWD,2918,430
BRONX,8,2023,Not SWD,6431,444
BRONX,8,2023,SWD,2228,427
BRONX,All Grades,2023,Not SWD,47515,445
BRONX,All Grades,2023,SWD,15745,429
BRONX,3,2022,Not SWD,8269,590
BRONX,3,2022,SWD,2605,578
BRONX,4,2022,Not SWD,8619,588
BRONX,4,2022,SWD,2804,574
BRONX,5,2022,Not SWD,8689,589
BRONX,5,2022,SWD,2798,576
BRONX,6,2022,Not SWD,8168,590
BRONX,6,2022,SWD,2837,577
BRONX,7,2022,Not SWD,8568,594
BRONX,7,2022,SWD,2791,578
BRONX,8,2022,Not SWD,6711,595
BRONX,8,2022,SWD,2415,580
BRONX,All Grades,2022,Not SWD,49024,591
BRONX,All Grades,2022,SWD,16250,577
BRONX,3,2019,Not SWD,10961,596
BRONX,3,2019,SWD,3499,583
BRONX,4,2019,Not SWD,11335,596
BRONX,4,2019,SWD,3711,581
BRONX,5,2019,Not SWD,10971,596
BRONX,5,2019,SWD,3778,581
BRONX,6,2019,Not SWD,10542,596
BRONX,6,2019,SWD,3587,580
BRONX,7,2019,Not SWD,10576,597
BRONX,7,2019,SWD,3552,581
BRONX,8,2019,Not SWD,9435,600
BRONX,8,2019,SWD,3183,583
BRONX,All Grades,2019,Not SWD,63820,597
BRONX,All Grades,2019,SWD,21310,582
BRONX,3,2018,Not SWD,11692,595
BRONX,3,2018,SWD,3490,581
BRONX,4,2018,Not SWD,11326,595
BRONX,4,2018,SWD,3764,581
BRONX,5,2018,Not SWD,11428,595
BRONX,5,2018,SWD,3780,581
BRONX,6,2018,Not SWD,10500,594
BRONX,6,2018,SWD,3667,579
BRONX,7,2018,Not SWD,10779,595
BRONX,7,2018,SWD,3604,579
BRONX,8,2018,Not SWD,9190,599
BRONX,8,2018,SWD,3158,583
BRONX,All Grades,2018,Not SWD,64915,595
BRONX,All Grades,2018,SWD,21463,581
BROOKLYN,3,2024,Not SWD,12158,458
BROOKLYN,3,2024,SWD,3047,440
BROOKLYN,4,2024,Not SWD,12254,464
BROOKLYN,4,2024,SWD,3058,441
BROOKLYN,5,2024,Not SWD,11499,459
BROOKLYN,5,2024,SWD,3103,437
BROOKLYN,6,2024,Not SWD,12685,458
BROOKLYN,6,2024,SWD,3077,435
BROOKLYN,7,2024,Not SWD,12429,466
BROOKLYN,7,2024,SWD,3022,441
BROOKLYN,8,2024,Not SWD,7866,462
BROOKLYN,8,2024,SWD,2197,433
BROOKLYN,All Grades,2024,Not SWD,68891,461
BROOKLYN,All Grades,2024,SWD,17504,438
BROOKLYN,3,2023,Not SWD,12138,460
BROOKLYN,3,2023,SWD,2792,440
BROOKLYN,4,2023,Not SWD,12039,460
BROOKLYN,4,2023,SWD,3013,439
BROOKLYN,5,2023,Not SWD,12830,458
BROOKLYN,5,2023,SWD,3222,437
BROOKLYN,6,2023,Not SWD,12282,457
BROOKLYN,6,2023,SWD,3089,434
BROOKLYN,7,2023,Not SWD,12153,462
BROOKLYN,7,2023,SWD,3040,437
BROOKLYN,8,2023,Not SWD,9137,458
BROOKLYN,8,2023,SWD,2428,432
BROOKLYN,All Grades,2023,Not SWD,70579,459
BROOKLYN,All Grades,2023,SWD,17584,437
BROOKLYN,3,2022,Not SWD,12030,601
BROOKLYN,3,2022,SWD,2877,587
BROOKLYN,4,2022,Not SWD,12506,601
BROOKLYN,4,2022,SWD,3132,582
BROOKLYN,5,2022,Not SWD,12543,601
BROOKLYN,5,2022,SWD,3250,583
BROOKLYN,6,2022,Not SWD,11937,600
BROOKLYN,6,2022,SWD,3150,582
BROOKLYN,7,2022,Not SWD,12413,604
BROOKLYN,7,2022,SWD,3206,584
BROOKLYN,8,2022,Not SWD,8281,603
BROOKLYN,8,2022,SWD,2315,582
BROOKLYN,All Grades,2022,Not SWD,69710,602
BROOKLYN,All Grades,2022,SWD,17930,583
BROOKLYN,3,2019,Not SWD,15136,604
BROOKLYN,3,2019,SWD,3815,589
BROOKLYN,4,2019,Not SWD,15585,606
BROOKLYN,4,2019,SWD,4145,588
BROOKLYN,5,2019,Not SWD,15375,605
BROOKLYN,5,2019,SWD,3993,586
BROOKLYN,6,2019,Not SWD,15444,604
BROOKLYN,6,2019,SWD,3971,584
BROOKLYN,7,2019,Not SWD,15119,607
BROOKLYN,7,2019,SWD,3666,585
BROOKLYN,8,2019,Not SWD,12739,608
BROOKLYN,8,2019,SWD,3316,586
BROOKLYN,All Grades,2019,Not SWD,89398,606
BROOKLYN,All Grades,2019,SWD,22906,586
BROOKLYN,3,2018,Not SWD,15948,604
BROOKLYN,3,2018,SWD,4054,588
BROOKLYN,4,2018,Not SWD,15748,605
BROOKLYN,4,2018,SWD,3986,587
BROOKLYN,5,2018,Not SWD,15845,604
BROOKLYN,5,2018,SWD,4064,585
BROOKLYN,6,2018,Not SWD,15195,603
BROOKLYN,6,2018,SWD,3770,583
BROOKLYN,7,2018,Not SWD,15117,604
BROOKLYN,7,2018,SWD,3781,583
BROOKLYN,8,2018,Not SWD,12678,608
BROOKLYN,8,2018,SWD,3230,586
BROOKLYN,All Grades,2018,Not SWD,90531,605
BROOKLYN,All Grades,2018,SWD,22885,585
MANHATTAN,3,2024,Not SWD,4690,462
MANHATTAN,3,2024,SWD,1282,442
MANHATTAN,4,2024,Not SWD,4654,467
MANHATTAN,4,2024,SWD,1278,444
MANHATTAN,5,2024,Not SWD,4164,467
MANHATTAN,5,2024,SWD,1235,440
MANHATTAN,6,2024,Not SWD,4533,463
MANHATTAN,6,2024,SWD,1288,439
MANHATTAN,7,2024,Not SWD,4749,469
MANHATTAN,7,2024,SWD,1251,445
MANHATTAN,8,2024,Not SWD,1509,455
MANHATTAN,8,2024,SWD,577,432
MANHATTAN,All Grades,2024,Not SWD,24299,465
MANHATTAN,All Grades,2024,SWD,6911,441
MANHATTAN,3,2023,Not SWD,4667,463
MANHATTAN,3,2023,SWD,1240,443
MANHATTAN,4,2023,Not SWD,4680,464
MANHATTAN,4,2023,SWD,1248,440
MANHATTAN,5,2023,Not SWD,4628,463
MANHATTAN,5,2023,SWD,1317,438
MANHATTAN,6,2023,Not SWD,4722,461
MANHATTAN,6,2023,SWD,1272,436
MANHATTAN,7,2023,Not SWD,4828,464
MANHATTAN,7,2023,SWD,1367,440
MANHATTAN,8,2023,Not SWD,1718,452
MANHATTAN,8,2023,SWD,635,430
MANHATTAN,All Grades,2023,Not SWD,25243,462
MANHATTAN,All Grades,2023,SWD,7079,438
MANHATTAN,3,2022,Not SWD,4539,606
MANHATTAN,3,2022,SWD,1219,587
MANHATTAN,4,2022,Not SWD,4439,606
MANHATTAN,4,2022,SWD,1303,582
MANHATTAN,5,2022,Not SWD,4665,606
MANHATTAN,5,2022,SWD,1322,585
MANHATTAN,6,2022,Not SWD,4645,605
MANHATTAN,6,2022,SWD,1331,585
MANHATTAN,7,2022,Not SWD,4711,606
MANHATTAN,7,2022,SWD,1374,587
MANHATTAN,8,2022,Not SWD,1801,600
MANHATTAN,8,2022,SWD,659,580
MANHATTAN,All Grades,2022,Not SWD,24800,605
MANHATTAN,All Grades,2022,SWD,7208,585
MANHATTAN,3,2019,Not SWD,6153,609
MANHATTAN,3,2019,SWD,1705,590
MANHATTAN,4,2019,Not SWD,6174,609
MANHATTAN,4,2019,SWD,1814,590
MANHATTAN,5,2019,Not SWD,5984,608
MANHATTAN,5,2019,SWD,1680,587
MANHATTAN,6,2019,Not SWD,6096,609
MANHATTAN,6,2019,SWD,1633,588
MANHATTAN,7,2019,Not SWD,6089,610
MANHATTAN,7,2019,SWD,1644,589
MANHATTAN,8,2019,Not SWD,3308,605
MANHATTAN,8,2019,SWD,1177,588
MANHATTAN,All Grades,2019,Not SWD,33804,609
MANHATTAN,All Grades,2019,SWD,9653,589
MANHATTAN,3,2018,Not SWD,6341,607
MANHATTAN,3,2018,SWD,1760,590
MANHATTAN,4,2018,Not SWD,6355,607
MANHATTAN,4,2018,SWD,1741,587
MANHATTAN,5,2018,Not SWD,6216,609
MANHATTAN,5,2018,SWD,1760,587
MANHATTAN,6,2018,Not SWD,6073,607
MANHATTAN,6,2018,SWD,1719,585
MANHATTAN,7,2018,Not SWD,6046,608
MANHATTAN,7,2018,SWD,1757,586
MANHATTAN,8,2018,Not SWD,3966,605
MANHATTAN,8,2018,SWD,1390,587
MANHATTAN,All Grades,2018,Not SWD,34997,607
MANHATTAN,All Grades,2018,SWD,10127,587
QUEENS,3,2024,Not SWD,13502,457
QUEENS,3,2024,SWD,2995,438
QUEENS,4,2024,Not SWD,14044,465
QUEENS,4,2024,SWD,3047,440
QUEENS,5,2024,Not SWD,12803,460
QUEENS,5,2024,SWD,3005,438
QUEENS,6,2024,Not SWD,14801,458
QUEENS,6,2024,SWD,3128,435
QUEENS,7,2024,Not SWD,14618,465
QUEENS,7,2024,SWD,2929,440
QUEENS,8,2024,Not SWD,5464,451
QUEENS,8,2024,SWD,1804,431
QUEENS,All Grades,2024,Not SWD,75232,460
QUEENS,All Grades,2024,SWD,16908,437
QUEENS,3,2023,Not SWD,13807,460
QUEENS,3,2023,SWD,2768,441
QUEENS,4,2023,Not SWD,13967,459
QUEENS,4,2023,SWD,2980,441
QUEENS,5,2023,Not SWD,14162,459
QUEENS,5,2023,SWD,3117,438
QUEENS,6,2023,Not SWD,14337,457
QUEENS,6,2023,SWD,3030,433
QUEENS,7,2023,Not SWD,14514,460
QUEENS,7,2023,SWD,2987,436
QUEENS,8,2023,Not SWD,6464,448
QUEENS,8,2023,SWD,1862,431
QUEENS,All Grades,2023,Not SWD,77251,458
QUEENS,All Grades,2023,SWD,16744,437
QUEENS,3,2022,Not SWD,13794,602
QUEENS,3,2022,SWD,2902,588
QUEENS,4,2022,Not SWD,13984,602
QUEENS,4,2022,SWD,3112,585
QUEENS,5,2022,Not SWD,13846,602
QUEENS,5,2022,SWD,3024,584
QUEENS,6,2022,Not SWD,14160,601
QUEENS,6,2022,SWD,3108,582
QUEENS,7,2022,Not SWD,14602,604
QUEENS,7,2022,SWD,3041,583
QUEENS,8,2022,Not SWD,7038,600
QUEENS,8,2022,SWD,2030,584
QUEENS,All Grades,2022,Not SWD,77424,602
QUEENS,All Grades,2022,SWD,17217,584
QUEENS,3,2019,Not SWD,16274,605
QUEENS,3,2019,SWD,3632,590
QUEENS,4,2019,Not SWD,16693,607
QUEENS,4,2019,SWD,3680,589
QUEENS,5,2019,Not SWD,16885,608
QUEENS,5,2019,SWD,3709,588
QUEENS,6,2019,Not SWD,17303,606
QUEENS,6,2019,SWD,3650,585
QUEENS,7,2019,Not SWD,16683,608
QUEENS,7,2019,SWD,3484,586
QUEENS,8,2019,Not SWD,10100,606
QUEENS,8,2019,SWD,2468,587
QUEENS,All Grades,2019,Not SWD,93938,607
QUEENS,All Grades,2019,SWD,20623,588
QUEENS,3,2018,Not SWD,16914,605
QUEENS,3,2018,SWD,3599,589
QUEENS,4,2018,Not SWD,17102,606
QUEENS,4,2018,SWD,3788,588
QUEENS,5,2018,Not SWD,17524,606
QUEENS,5,2018,SWD,3742,587
QUEENS,6,2018,Not SWD,16820,605
QUEENS,6,2018,SWD,3649,584
QUEENS,7,2018,Not SWD,16697,606
QUEENS,7,2018,SWD,3471,585
QUEENS,8,2018,Not SWD,9804,607
QUEENS,8,2018,SWD,2461,587
QUEENS,All Grades,2018,Not SWD,94861,606
QUEENS,All Grades,2018,SWD,20710,587
STATEN ISLAND,3,2024,Not SWD,2767,463
STATEN ISLAND,3,2024,SWD,1015,442
STATEN ISLAND,4,2024,Not SWD,2876,471
STATEN ISLAND,4,2024,SWD,1041,445
STATEN ISLAND,5,2024,Not SWD,2763,463
STATEN ISLAND,5,2024,SWD,1050,439
STATEN ISLAND,6,2024,Not SWD,2914,462
STATEN ISLAND,6,2024,SWD,868,436
STATEN ISLAND,7,2024,Not SWD,2976,471
STATEN ISLAND,7,2024,SWD,808,444
STATEN ISLAND,8,2024,Not SWD,1794,461
STATEN ISLAND,8,2024,SWD,684,434
STATEN ISLAND,All Grades,2024,Not SWD,16090,466
STATEN ISLAND,All Grades,2024,SWD,5466,440
STATEN ISLAND,3,2023,Not SWD,2839,463
STATEN ISLAND,3,2023,SWD,1024,442
STATEN ISLAND,4,2023,Not SWD,2781,461
STATEN ISLAND,4,2023,SWD,1037,440
STATEN ISLAND,5,2023,Not SWD,3099,462
STATEN ISLAND,5,2023,SWD,973,440
STATEN ISLAND,6,2023,Not SWD,2891,459
STATEN ISLAND,6,2023,SWD,839,434
STATEN ISLAND,7,2023,Not SWD,2802,466
STATEN ISLAND,7,2023,SWD,825,437
STATEN ISLAND,8,2023,Not SWD,1816,459
STATEN ISLAND,8,2023,SWD,647,436
STATEN ISLAND,All Grades,2023,Not SWD,16228,462
STATEN ISLAND,All Grades,2023,SWD,5345,438
STATEN ISLAND,3,2022,Not SWD,2770,603
STATEN ISLAND,3,2022,SWD,1071,587
STATEN ISLAND,4,2022,Not SWD,3052,603
STATEN ISLAND,4,2022,SWD,1045,584
STATEN ISLAND,5,2022,Not SWD,3085,604
STATEN ISLAND,5,2022,SWD,1050,584
STATEN ISLAND,6,2022,Not SWD,2723,603
STATEN ISLAND,6,2022,SWD,885,582
STATEN ISLAND,7,2022,Not SWD,2914,606
STATEN ISLAND,7,2022,SWD,856,585
STATEN ISLAND,8,2022,Not SWD,1515,603
STATEN ISLAND,8,2022,SWD,633,584
STATEN ISLAND,All Grades,2022,Not SWD,16059,604
STATEN ISLAND,All Grades,2022,SWD,5540,584
STATEN ISLAND,3,2019,Not SWD,3170,606
STATEN ISLAND,3,2019,SWD,1264,590
STATEN ISLAND,4,2019,Not SWD,3240,608
STATEN ISLAND,4,2019,SWD,1196,588
STATEN ISLAND,5,2019,Not SWD,3298,607
STATEN ISLAND,5,2019,SWD,1193,588
STATEN ISLAND,6,2019,Not SWD,3079,607
STATEN ISLAND,6,2019,SWD,1173,585
STATEN ISLAND,7,2019,Not SWD,3188,608
STATEN ISLAND,7,2019,SWD,1027,584
STATEN ISLAND,8,2019,Not SWD,2460,610
STATEN ISLAND,8,2019,SWD,803,588
STATEN ISLAND,All Grades,2019,Not SWD,18435,607
STATEN ISLAND,All Grades,2019,SWD,6656,587
STATEN ISLAND,3,2018,Not SWD,3256,606
STATEN ISLAND,3,2018,SWD,1193,589
STATEN ISLAND,4,2018,Not SWD,3325,606
STATEN ISLAND,4,2018,SWD,1221,587
STATEN ISLAND,5,2018,Not SWD,3277,606
STATEN ISLAND,5,2018,SWD,1264,587
STATEN ISLAND,6,2018,Not SWD,3132,606
STATEN ISLAND,6,2018,SWD,1067,584
STATEN ISLAND,7,2018,Not SWD,3030,607
STATEN ISLAND,7,2018,SWD,1020,585
STATEN ISLAND,8,2018,Not SWD,2580,609
STATEN ISLAND,8,2018,SWD,880,588
STATEN ISLAND,All Grades,2018,Not SWD,18600,606
STATEN ISLAND,All Grades,2018,SWD,6645,587
